INFO:root:DHR 2022-10-19 3671189 2941034 3268718 2270326 2459942
INFO:root:DIA 2020-04-06 10545600 7691800 8426600 8570300 8231900
INFO:root:DIA 2020-06-11 5184500 3937100 7866800 4667600 4632600
INFO:root:DIA 2020-11-03 5140600 3029800 5815200 5479400 5271200
INFO:root:DIA 2021-12-21 4563000 4079700 9274900 9493700 10638300
INFO:root:DIA 2022-10-07 3351100 3827200 3457600 4163800 2746900
INFO:root:DIS 2021-11-11 6829300 7505500 16859200 10584600 7293300
INFO:root:DIS 2022-11-21 22373300 20598000 15801900 11137700 12306400
INFO:root:DLTR 2023-11-16 2080900 1402300 2212900 1596300 2122400
INFO:root:DOV 2020-04-17 863000 1335500 1062300 1305200 924700
INFO:root:DOV 2022-04-21 779900 606200 886100 855000 762100
INFO:root:DOW 2020-06-11 5160600 3901500 7656600 5727300 5535400
INFO:root:DOW 2022-09-13 5124900 8104700 6517500 5964100 6265600
INFO:root:DOW 2023-06-02 3162400 4688200 3511000 5222800 8465200
INFO:root:DRI 2020-04-17 4056600 4871900 2192100 3110800 3735800
INFO:root:DVA 2022-10-28 560600 771200 552700 631200 770000
INFO:root:DVN 2020-06-11 8261400 10409200 15550300 13064200 10895900
INFO:root:DVN 2021-08-23 5643400 8975800 8292500 7773700 15530400
INFO:root:DVN 2021-09-22 9044100 20487900 10065400 24716400 14190300
INFO:root:DVN 2021-11-29 8311900 14549800 10696700 11164000 12219100
INFO:root:DVN 2023-03-21 15449700 12442500 23274200 14250200 28300500
INFO:root:EA 2020-11-06 2633500 3312900 2650000 2022200 2594800
INFO:root:EBAY 2020-04-06 14183000 14952000 15868300 14341500 12007100
INFO:root:ECL 2020-03-02 1053800 1307000 1285800 1716300 2116600
INFO:root:ECL 2020-06-11 27343300 5127500 14131100 5622300 9422300
INFO:root:EFX 2022-12-15 622800 863600 504600 878900 1137400
INFO:root:EG 2020-05-18 312100 473000 375700 491100 470700
INFO:root:EG 2020-06-11 564600 533400 455200 342200 346500
